Series ID,PercOfTotLiab,Balance Sheet Item Name,AssetOrLiab
6-Sep-2023,4,Other Deposits,Liability
13-Sep-2023,2,Other Deposits,Liability
20-Sep-2023,0,Other Deposits,Liability
27-Sep-2023,1,Other Deposits,Liability
4-Oct-2023,0,Other Deposits,Liability
11-Oct-2023,1,Other Deposits,Liability
18-Oct-2023,3,Other Deposits,Liability
25-Oct-2023,2,Other Deposits,Liability
1-Nov-2023,0,Other Deposits,Liability
8-Nov-2023,1,Other Deposits,Liability
15-Nov-2023,4,Other Deposits,Liability
22-Nov-2023,5,Other Deposits,Liability
29-Nov-2023,2,Other Deposits,Liability
6-Dec-2023,1,Other Deposits,Liability
13-Dec-2023,2,Other Deposits,Liability
20-Dec-2023,5,Other Deposits,Liability
27-Dec-2023,0,Other Deposits,Liability
1-Jan-2020,3573,Other liabilities,Liability
8-Jan-2020,4098,Other liabilities,Liability
15-Jan-2020,3616,Other liabilities,Liability
22-Jan-2020,5246,Other liabilities,Liability
29-Jan-2020,5174,Other liabilities,Liability
5-Feb-2020,4970,Other liabilities,Liability
12-Feb-2020,4049,Other liabilities,Liability
19-Feb-2020,5013,Other liabilities,Liability
26-Feb-2020,5202,Other liabilities,Liability
4-Mar-2020,6904,Other liabilities,Liability
11-Mar-2020,6759,Other liabilities,Liability
18-Mar-2020,21781,Other liabilities,Liability
25-Mar-2020,12985,Other liabilities,Liability
1-Apr-2020,13608,Other liabilities,Liability
8-Apr-2020,7949,Other liabilities,Liability
15-Apr-2020,8182,Other liabilities,Liability
22-Apr-2020,5224,Other liabilities,Liability
29-Apr-2020,4686,Other liabilities,Liability
6-May-2020,5577,Other liabilities,Liability
13-May-2020,4390,Other liabilities,Liability
20-May-2020,2023,Other liabilities,Liability
27-May-2020,4508,Other liabilities,Liability
3-Jun-2020,3176,Other liabilities,Liability
10-Jun-2020,3884,Other liabilities,Liability
17-Jun-2020,1943,Other liabilities,Liability
24-Jun-2020,3667,Other liabilities,Liability
1-Jul-2020,2062,Other liabilities,Liability
8-Jul-2020,1875,Other liabilities,Liability
15-Jul-2020,1909,Other liabilities,Liability
22-Jul-2020,3019,Other liabilities,Liability
29-Jul-2020,2019,Other liabilities,Liability
5-Aug-2020,3710,Other liabilities,Liability
12-Aug-2020,4795,Other liabilities,Liability
19-Aug-2020,4385,Other liabilities,Liability
26-Aug-2020,2227,Other liabilities,Liability
2-Sep-2020,3689,Other liabilities,Liability
9-Sep-2020,4174,Other liabilities,Liability
16-Sep-2020,2332,Other liabilities,Liability
23-Sep-2020,2192,Other liabilities,Liability
30-Sep-2020,2035,Other liabilities,Liability
7-Oct-2020,2561,Other liabilities,Liability
14-Oct-2020,1835,Other liabilities,Liability
21-Oct-2020,2206,Other liabilities,Liability
28-Oct-2020,3883,Other liabilities,Liability
4-Nov-2020,4027,Other liabilities,Liability
11-Nov-2020,5166,Other liabilities,Liability
18-Nov-2020,4688,Other liabilities,Liability
25-Nov-2020,5159,Other liabilities,Liability
2-Dec-2020,4366,Other liabilities,Liability
9-Dec-2020,5590,Other liabilities,Liability
16-Dec-2020,4379,Other liabilities,Liability
23-Dec-2020,6496,Other liabilities,Liability
30-Dec-2020,4965,Other liabilities,Liability
6-Jan-2021,5442,Other liabilities,Liability
13-Jan-2021,4411,Other liabilities,Liability
20-Jan-2021,5684,Other liabilities,Liability
27-Jan-2021,6585,Other liabilities,Liability
3-Feb-2021,5128,Other liabilities,Liability
10-Feb-2021,3640,Other liabilities,Liability
17-Feb-2021,4525,Other liabilities,Liability
24-Feb-2021,3245,Other liabilities,Liability
3-Mar-2021,5105,Other liabilities,Liability
10-Mar-2021,4551,Other liabilities,Liability
17-Mar-2021,3503,Other liabilities,Liability
24-Mar-2021,4132,Other liabilities,Liability
31-Mar-2021,5414,Other liabilities,Liability
7-Apr-2021,3881,Other liabilities,Liability
14-Apr-2021,3860,Other liabilities,Liability
21-Apr-2021,3173,Other liabilities,Liability
28-Apr-2021,3334,Other liabilities,Liability
5-May-2021,3644,Other liabilities,Liability
12-May-2021,3159,Other liabilities,Liability
19-May-2021,3167,Other liabilities,Liability
26-May-2021,4239,Other liabilities,Liability
2-Jun-2021,3996,Other liabilities,Liability
9-Jun-2021,3972,Other liabilities,Liability
16-Jun-2021,2566,Other liabilities,Liability
23-Jun-2021,5310,Other liabilities,Liability
30-Jun-2021,3136,Other liabilities,Liability
7-Jul-2021,2800,Other liabilities,Liability
14-Jul-2021,1942,Other liabilities,Liability
21-Jul-2021,3682,Other liabilities,Liability
28-Jul-2021,2750,Other liabilities,Liability
4-Aug-2021,3808,Other liabilities,Liability
11-Aug-2021,2584,Other liabilities,Liability
18-Aug-2021,5074,Other liabilities,Liability
25-Aug-2021,3292,Other liabilities,Liability
1-Sep-2021,3964,Other liabilities,Liability
8-Sep-2021,3887,Other liabilities,Liability
15-Sep-2021,4213,Other liabilities,Liability
22-Sep-2021,2826,Other liabilities,Liability
29-Sep-2021,4010,Other liabilities,Liability
6-Oct-2021,2471,Other liabilities,Liability
13-Oct-2021,4213,Other liabilities,Liability
20-Oct-2021,5195,Other liabilities,Liability
27-Oct-2021,6385,Other liabilities,Liability
3-Nov-2021,7328,Other liabilities,Liability
10-Nov-2021,8232,Other liabilities,Liability
17-Nov-2021,9036,Other liabilities,Liability
24-Nov-2021,8223,Other liabilities,Liability
1-Dec-2021,7214,Other liabilities,Liability
8-Dec-2021,8118,Other liabilities,Liability
15-Dec-2021,10109,Other liabilities,Liability
22-Dec-2021,14531,Other liabilities,Liability
29-Dec-2021,12201,Other liabilities,Liability
5-Jan-2022,15429,Other liabilities,Liability
12-Jan-2022,16854,Other liabilities,Liability
19-Jan-2022,15808,Other liabilities,Liability
26-Jan-2022,16126,Other liabilities,Liability
2-Feb-2022,20392,Other liabilities,Liability
9-Feb-2022,20237,Other liabilities,Liability
16-Feb-2022,20259,Other liabilities,Liability
23-Feb-2022,18702,Other liabilities,Liability
2-Mar-2022,18786,Other liabilities,Liability
9-Mar-2022,14956,Other liabilities,Liability
16-Mar-2022,15509,Other liabilities,Liability
23-Mar-2022,15702,Other liabilities,Liability
30-Mar-2022,18214,Other liabilities,Liability
6-Apr-2022,14215,Other liabilities,Liability
13-Apr-2022,15895,Other liabilities,Liability
20-Apr-2022,13003,Other liabilities,Liability
27-Apr-2022,16560,Other liabilities,Liability
4-May-2022,13853,Other liabilities,Liability
11-May-2022,16514,Other liabilities,Liability
18-May-2022,14546,Other liabilities,Liability
25-May-2022,13848,Other liabilities,Liability
1-Jun-2022,11171,Other liabilities,Liability
8-Jun-2022,11611,Other liabilities,Liability
15-Jun-2022,11254,Other liabilities,Liability
22-Jun-2022,12299,Other liabilities,Liability
29-Jun-2022,9684,Other liabilities,Liability
6-Jul-2022,11439,Other liabilities,Liability
13-Jul-2022,10468,Other liabilities,Liability
20-Jul-2022,11757,Other liabilities,Liability
27-Jul-2022,9114,Other liabilities,Liability
3-Aug-2022,10326,Other liabilities,Liability
10-Aug-2022,10680,Other liabilities,Liability
17-Aug-2022,9875,Other liabilities,Liability
24-Aug-2022,10166,Other liabilities,Liability
31-Aug-2022,11463,Other liabilities,Liability
7-Sep-2022,10404,Other liabilities,Liability
14-Sep-2022,12539,Other liabilities,Liability
21-Sep-2022,13265,Other liabilities,Liability
28-Sep-2022,15423,Other liabilities,Liability
5-Oct-2022,15315,Other liabilities,Liability
12-Oct-2022,14454,Other liabilities,Liability
19-Oct-2022,13163,Other liabilities,Liability
26-Oct-2022,11316,Other liabilities,Liability
2-Nov-2022,10966,Other liabilities,Liability
9-Nov-2022,14239,Other liabilities,Liability
16-Nov-2022,13257,Other liabilities,Liability
23-Nov-2022,15810,Other liabilities,Liability
30-Nov-2022,13437,Other liabilities,Liability
7-Dec-2022,13508,Other liabilities,Liability
14-Dec-2022,12764,Other liabilities,Liability
21-Dec-2022,17632,Other liabilities,Liability
28-Dec-2022,16357,Other liabilities,Liability
4-Jan-2023,18461,Other liabilities,Liability
11-Jan-2023,15407,Other liabilities,Liability
18-Jan-2023,17320,Other liabilities,Liability
25-Jan-2023,13599,Other liabilities,Liability
1-Feb-2023,16863,Other liabilities,Liability
8-Feb-2023,14810,Other liabilities,Liability
15-Feb-2023,17414,Other liabilities,Liability
22-Feb-2023,16957,Other liabilities,Liability
1-Mar-2023,15305,Other liabilities,Liability
8-Mar-2023,17281,Other liabilities,Liability
15-Mar-2023,14017,Other liabilities,Liability
22-Mar-2023,13986,Other liabilities,Liability
29-Mar-2023,16705,Other liabilities,Liability
5-Apr-2023,13413,Other liabilities,Liability
12-Apr-2023,13474,Other liabilities,Liability
19-Apr-2023,15189,Other liabilities,Liability
26-Apr-2023,16424,Other liabilities,Liability
3-May-2023,12788,Other liabilities,Liability
10-May-2023,12492,Other liabilities,Liability
17-May-2023,18144,Other liabilities,Liability
24-May-2023,18220,Other liabilities,Liability
31-May-2023,20010,Other liabilities,Liability
7-Jun-2023,19704,Other liabilities,Liability
14-Jun-2023,17881,Other liabilities,Liability
21-Jun-2023,16042,Other liabilities,Liability
28-Jun-2023,19170,Other liabilities,Liability
5-Jul-2023,19063,Other liabilities,Liability
12-Jul-2023,19442,Other liabilities,Liability
19-Jul-2023,19413,Other liabilities,Liability
26-Jul-2023,19102,Other liabilities,Liability
2-Aug-2023,16272,Other liabilities,Liability
9-Aug-2023,19043,Other liabilities,Liability
16-Aug-2023,18482,Other liabilities,Liability
23-Aug-2023,19082,Other liabilities,Liability
30-Aug-2023,17181,Other liabilities,Liability
6-Sep-2023,20838,Other liabilities,Liability
13-Sep-2023,21051,Other liabilities,Liability
20-Sep-2023,20534,Other liabilities,Liability
27-Sep-2023,18989,Other liabilities,Liability
4-Oct-2023,16122,Other liabilities,Liability
11-Oct-2023,15331,Other liabilities,Liability
18-Oct-2023,16391,Other liabilities,Liability
25-Oct-2023,19003,Other liabilities,Liability
1-Nov-2023,13577,Other liabilities,Liability
8-Nov-2023,16488,Other liabilities,Liability
15-Nov-2023,16039,Other liabilities,Liability
22-Nov-2023,19424,Other liabilities,Liability
29-Nov-2023,16341,Other liabilities,Liability
6-Dec-2023,16745,Other liabilities,Liability
13-Dec-2023,18141,Other liabilities,Liability
20-Dec-2023,12204,Other liabilities,Liability
27-Dec-2023,13038,Other liabilities,Liability
1-Jan-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
8-Jan-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
15-Jan-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
22-Jan-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
29-Jan-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
5-Feb-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
12-Feb-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
19-Feb-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
26-Feb-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
4-Mar-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
11-Mar-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
18-Mar-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
25-Mar-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
1-Apr-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
8-Apr-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
15-Apr-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
22-Apr-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
29-Apr-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
6-May-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
13-May-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
20-May-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
27-May-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
3-Jun-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
10-Jun-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
17-Jun-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
24-Jun-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
1-Jul-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
8-Jul-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
15-Jul-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
22-Jul-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
29-Jul-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
5-Aug-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
12-Aug-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
19-Aug-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
26-Aug-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
2-Sep-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
9-Sep-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
16-Sep-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
23-Sep-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
30-Sep-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
7-Oct-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
14-Oct-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
21-Oct-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
28-Oct-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
4-Nov-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
11-Nov-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
18-Nov-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
25-Nov-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
2-Dec-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
9-Dec-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
16-Dec-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
23-Dec-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
30-Dec-2020,14159,Capital and Reserve Bank Reserve Fund,Liability
6-Jan-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
13-Jan-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
20-Jan-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
27-Jan-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
3-Feb-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
10-Feb-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
17-Feb-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
24-Feb-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
3-Mar-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
10-Mar-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
17-Mar-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
24-Mar-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
31-Mar-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
7-Apr-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
14-Apr-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
21-Apr-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
28-Apr-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
5-May-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
12-May-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
19-May-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
26-May-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
2-Jun-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
9-Jun-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
16-Jun-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
23-Jun-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
30-Jun-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
7-Jul-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
14-Jul-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
21-Jul-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
28-Jul-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
4-Aug-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
11-Aug-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
18-Aug-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
25-Aug-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
1-Sep-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
8-Sep-2021,14159,Capital and Reserve Bank Reserve Fund,Liability
15-Sep-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
22-Sep-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
29-Sep-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
6-Oct-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
13-Oct-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
20-Oct-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
27-Oct-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
3-Nov-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
10-Nov-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
17-Nov-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
24-Nov-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
1-Dec-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
8-Dec-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
15-Dec-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
22-Dec-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
29-Dec-2021,15406,Capital and Reserve Bank Reserve Fund,Liability
5-Jan-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
12-Jan-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
19-Jan-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
26-Jan-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
2-Feb-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
9-Feb-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
16-Feb-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
23-Feb-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
2-Mar-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
9-Mar-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
16-Mar-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
23-Mar-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
30-Mar-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
6-Apr-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
13-Apr-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
20-Apr-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
27-Apr-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
4-May-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
11-May-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
18-May-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
25-May-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
1-Jun-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
8-Jun-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
15-Jun-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
22-Jun-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
29-Jun-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
6-Jul-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
13-Jul-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
20-Jul-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
27-Jul-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
3-Aug-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
10-Aug-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
17-Aug-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
24-Aug-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
31-Aug-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
7-Sep-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
14-Sep-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
21-Sep-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
28-Sep-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
5-Oct-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
12-Oct-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
19-Oct-2022,15406,Capital and Reserve Bank Reserve Fund,Liability
26-Oct-2022,40,Capital and Reserve Bank Reserve Fund,Liability
2-Nov-2022,40,Capital and Reserve Bank Reserve Fund,Liability
9-Nov-2022,40,Capital and Reserve Bank Reserve Fund,Liability
16-Nov-2022,40,Capital and Reserve Bank Reserve Fund,Liability
23-Nov-2022,40,Capital and Reserve Bank Reserve Fund,Liability
30-Nov-2022,40,Capital and Reserve Bank Reserve Fund,Liability
7-Dec-2022,40,Capital and Reserve Bank Reserve Fund,Liability
14-Dec-2022,40,Capital and Reserve Bank Reserve Fund,Liability
21-Dec-2022,40,Capital and Reserve Bank Reserve Fund,Liability
28-Dec-2022,40,Capital and Reserve Bank Reserve Fund,Liability
4-Jan-2023,40,Capital and Reserve Bank Reserve Fund,Liability
11-Jan-2023,40,Capital and Reserve Bank Reserve Fund,Liability
18-Jan-2023,40,Capital and Reserve Bank Reserve Fund,Liability
25-Jan-2023,40,Capital and Reserve Bank Reserve Fund,Liability
1-Feb-2023,40,Capital and Reserve Bank Reserve Fund,Liability
8-Feb-2023,40,Capital and Reserve Bank Reserve Fund,Liability
15-Feb-2023,40,Capital and Reserve Bank Reserve Fund,Liability
22-Feb-2023,40,Capital and Reserve Bank Reserve Fund,Liability
1-Mar-2023,40,Capital and Reserve Bank Reserve Fund,Liability
8-Mar-2023,40,Capital and Reserve Bank Reserve Fund,Liability
15-Mar-2023,40,Capital and Reserve Bank Reserve Fund,Liability
22-Mar-2023,40,Capital and Reserve Bank Reserve Fund,Liability
29-Mar-2023,40,Capital and Reserve Bank Reserve Fund,Liability
5-Apr-2023,40,Capital and Reserve Bank Reserve Fund,Liability
12-Apr-2023,40,Capital and Reserve Bank Reserve Fund,Liability
19-Apr-2023,40,Capital and Reserve Bank Reserve Fund,Liability
26-Apr-2023,40,Capital and Reserve Bank Reserve Fund,Liability
3-May-2023,40,Capital and Reserve Bank Reserve Fund,Liability
10-May-2023,40,Capital and Reserve Bank Reserve Fund,Liability
17-May-2023,40,Capital and Reserve Bank Reserve Fund,Liability
24-May-2023,40,Capital and Reserve Bank Reserve Fund,Liability
31-May-2023,40,Capital and Reserve Bank Reserve Fund,Liability
7-Jun-2023,40,Capital and Reserve Bank Reserve Fund,Liability
14-Jun-2023,40,Capital and Reserve Bank Reserve Fund,Liability
21-Jun-2023,40,Capital and Reserve Bank Reserve Fund,Liability
28-Jun-2023,40,Capital and Reserve Bank Reserve Fund,Liability
5-Jul-2023,40,Capital and Reserve Bank Reserve Fund,Liability
12-Jul-2023,40,Capital and Reserve Bank Reserve Fund,Liability
19-Jul-2023,40,Capital and Reserve Bank Reserve Fund,Liability
26-Jul-2023,40,Capital and Reserve Bank Reserve Fund,Liability
2-Aug-2023,40,Capital and Reserve Bank Reserve Fund,Liability
9-Aug-2023,40,Capital and Reserve Bank Reserve Fund,Liability
16-Aug-2023,40,Capital and Reserve Bank Reserve Fund,Liability
23-Aug-2023,40,Capital and Reserve Bank Reserve Fund,Liability
30-Aug-2023,40,Capital and Reserve Bank Reserve Fund,Liability
6-Sep-2023,40,Capital and Reserve Bank Reserve Fund,Liability
13-Sep-2023,40,Capital and Reserve Bank Reserve Fund,Liability
20-Sep-2023,40,Capital and Reserve Bank Reserve Fund,Liability
27-Sep-2023,40,Capital and Reserve Bank Reserve Fund,Liability
4-Oct-2023,40,Capital and Reserve Bank Reserve Fund,Liability
11-Oct-2023,40,Capital and Reserve Bank Reserve Fund,Liability
18-Oct-2023,40,Capital and Reserve Bank Reserve Fund,Liability
25-Oct-2023,40,Capital and Reserve Bank Reserve Fund,Liability
1-Nov-2023,40,Capital and Reserve Bank Reserve Fund,Liability
8-Nov-2023,40,Capital and Reserve Bank Reserve Fund,Liability
15-Nov-2023,40,Capital and Reserve Bank Reserve Fund,Liability
22-Nov-2023,40,Capital and Reserve Bank Reserve Fund,Liability
29-Nov-2023,40,Capital and Reserve Bank Reserve Fund,Liability
6-Dec-2023,40,Capital and Reserve Bank Reserve Fund,Liability
13-Dec-2023,40,Capital and Reserve Bank Reserve Fund,Liability
20-Dec-2023,40,Capital and Reserve Bank Reserve Fund,Liability
27-Dec-2023,40,Capital and Reserve Bank Reserve Fund,Liability
1-Jan-2020,86285,Gold and foreign exchange,Asset
8-Jan-2020,77083,Gold and foreign exchange,Asset
15-Jan-2020,72511,Gold and foreign exchange,Asset
22-Jan-2020,81827,Gold and foreign exchange,Asset
29-Jan-2020,81850,Gold and foreign exchange,Asset
5-Feb-2020,82034,Gold and foreign exchange,Asset
12-Feb-2020,78269,Gold and foreign exchange,Asset
19-Feb-2020,80682,Gold and foreign exchange,Asset
26-Feb-2020,87127,Gold and foreign exchange,Asset
4-Mar-2020,99626,Gold and foreign exchange,Asset
11-Mar-2020,95540,Gold and foreign exchange,Asset
18-Mar-2020,102487,Gold and foreign exchange,Asset
25-Mar-2020,100536,Gold and foreign exchange,Asset
1-Apr-2020,99679,Gold and foreign exchange,Asset
8-Apr-2020,94417,Gold and foreign exchange,Asset
15-Apr-2020,86870,Gold and foreign exchange,Asset
22-Apr-2020,80526,Gold and foreign exchange,Asset
29-Apr-2020,72991,Gold and foreign exchange,Asset
6-May-2020,74847,Gold and foreign exchange,Asset
13-May-2020,71294,Gold and foreign exchange,Asset
20-May-2020,68475,Gold and foreign exchange,Asset
27-May-2020,69707,Gold and foreign exchange,Asset
3-Jun-2020,65969,Gold and foreign exchange,Asset
10-Jun-2020,66198,Gold and foreign exchange,Asset
17-Jun-2020,65575,Gold and foreign exchange,Asset
24-Jun-2020,66939,Gold and foreign exchange,Asset
1-Jul-2020,64523,Gold and foreign exchange,Asset
8-Jul-2020,63389,Gold and foreign exchange,Asset
15-Jul-2020,63012,Gold and foreign exchange,Asset
22-Jul-2020,63173,Gold and foreign exchange,Asset
29-Jul-2020,62812,Gold and foreign exchange,Asset
5-Aug-2020,64310,Gold and foreign exchange,Asset
12-Aug-2020,63596,Gold and foreign exchange,Asset
19-Aug-2020,64747,Gold and foreign exchange,Asset
26-Aug-2020,62829,Gold and foreign exchange,Asset
2-Sep-2020,63184,Gold and foreign exchange,Asset
9-Sep-2020,62277,Gold and foreign exchange,Asset
16-Sep-2020,61904,Gold and foreign exchange,Asset
23-Sep-2020,63062,Gold and foreign exchange,Asset
30-Sep-2020,63060,Gold and foreign exchange,Asset
7-Oct-2020,63398,Gold and foreign exchange,Asset
14-Oct-2020,62406,Gold and foreign exchange,Asset
21-Oct-2020,63767,Gold and foreign exchange,Asset
28-Oct-2020,64720,Gold and foreign exchange,Asset
4-Nov-2020,65300,Gold and foreign exchange,Asset
11-Nov-2020,63672,Gold and foreign exchange,Asset
18-Nov-2020,63492,Gold and foreign exchange,Asset
25-Nov-2020,63195,Gold and foreign exchange,Asset
2-Dec-2020,62460,Gold and foreign exchange,Asset
9-Dec-2020,63051,Gold and foreign exchange,Asset
16-Dec-2020,60915,Gold and foreign exchange,Asset
23-Dec-2020,62065,Gold and foreign exchange,Asset
30-Dec-2020,59778,Gold and foreign exchange,Asset
6-Jan-2021,61029,Gold and foreign exchange,Asset
13-Jan-2021,59928,Gold and foreign exchange,Asset
20-Jan-2021,61378,Gold and foreign exchange,Asset
27-Jan-2021,59978,Gold and foreign exchange,Asset
3-Feb-2021,61142,Gold and foreign exchange,Asset
10-Feb-2021,58885,Gold and foreign exchange,Asset
