Series ID,PercOfTotLiab,Balance Sheet Item Name,AssetOrLiab
24-Jun-2020,80699,Australian Government Deposits,Liability
1-Jul-2020,75455,Australian Government Deposits,Liability
8-Jul-2020,66105,Australian Government Deposits,Liability
15-Jul-2020,60915,Australian Government Deposits,Liability
22-Jul-2020,65552,Australian Government Deposits,Liability
29-Jul-2020,72773,Australian Government Deposits,Liability
5-Aug-2020,84345,Australian Government Deposits,Liability
12-Aug-2020,77262,Australian Government Deposits,Liability
19-Aug-2020,79316,Australian Government Deposits,Liability
26-Aug-2020,77504,Australian Government Deposits,Liability
2-Sep-2020,99593,Australian Government Deposits,Liability
9-Sep-2020,94294,Australian Government Deposits,Liability
16-Sep-2020,90397,Australian Government Deposits,Liability
23-Sep-2020,99515,Australian Government Deposits,Liability
30-Sep-2020,108533,Australian Government Deposits,Liability
7-Oct-2020,98395,Australian Government Deposits,Liability
14-Oct-2020,97766,Australian Government Deposits,Liability
21-Oct-2020,101007,Australian Government Deposits,Liability
28-Oct-2020,95298,Australian Government Deposits,Liability
4-Nov-2020,98015,Australian Government Deposits,Liability
11-Nov-2020,94504,Australian Government Deposits,Liability
18-Nov-2020,84958,Australian Government Deposits,Liability
25-Nov-2020,84429,Australian Government Deposits,Liability
2-Dec-2020,85406,Australian Government Deposits,Liability
9-Dec-2020,84512,Australian Government Deposits,Liability
16-Dec-2020,72739,Australian Government Deposits,Liability
23-Dec-2020,75045,Australian Government Deposits,Liability
30-Dec-2020,73929,Australian Government Deposits,Liability
6-Jan-2021,73877,Australian Government Deposits,Liability
13-Jan-2021,52915,Australian Government Deposits,Liability
20-Jan-2021,52048,Australian Government Deposits,Liability
27-Jan-2021,59817,Australian Government Deposits,Liability
3-Feb-2021,49146,Australian Government Deposits,Liability
10-Feb-2021,46500,Australian Government Deposits,Liability
17-Feb-2021,49981,Australian Government Deposits,Liability
24-Feb-2021,61809,Australian Government Deposits,Liability
3-Mar-2021,63239,Australian Government Deposits,Liability
10-Mar-2021,58904,Australian Government Deposits,Liability
17-Mar-2021,59675,Australian Government Deposits,Liability
24-Mar-2021,69767,Australian Government Deposits,Liability
31-Mar-2021,60995,Australian Government Deposits,Liability
7-Apr-2021,58006,Australian Government Deposits,Liability
14-Apr-2021,58859,Australian Government Deposits,Liability
21-Apr-2021,77688,Australian Government Deposits,Liability
28-Apr-2021,77112,Australian Government Deposits,Liability
5-May-2021,80441,Australian Government Deposits,Liability
12-May-2021,79563,Australian Government Deposits,Liability
19-May-2021,57201,Australian Government Deposits,Liability
26-May-2021,60765,Australian Government Deposits,Liability
2-Jun-2021,68215,Australian Government Deposits,Liability
9-Jun-2021,64061,Australian Government Deposits,Liability
16-Jun-2021,65099,Australian Government Deposits,Liability
23-Jun-2021,73750,Australian Government Deposits,Liability
30-Jun-2021,61539,Australian Government Deposits,Liability
7-Jul-2021,50391,Australian Government Deposits,Liability
14-Jul-2021,48129,Australian Government Deposits,Liability
21-Jul-2021,55851,Australian Government Deposits,Liability
28-Jul-2021,49554,Australian Government Deposits,Liability
4-Aug-2021,46751,Australian Government Deposits,Liability
11-Aug-2021,42178,Australian Government Deposits,Liability
18-Aug-2021,43235,Australian Government Deposits,Liability
25-Aug-2021,57424,Australian Government Deposits,Liability
1-Sep-2021,53586,Australian Government Deposits,Liability
8-Sep-2021,50299,Australian Government Deposits,Liability
15-Sep-2021,52859,Australian Government Deposits,Liability
22-Sep-2021,63086,Australian Government Deposits,Liability
29-Sep-2021,50920,Australian Government Deposits,Liability
6-Oct-2021,50783,Australian Government Deposits,Liability
13-Oct-2021,44754,Australian Government Deposits,Liability
20-Oct-2021,48942,Australian Government Deposits,Liability
27-Oct-2021,44340,Australian Government Deposits,Liability
3-Nov-2021,44369,Australian Government Deposits,Liability
10-Nov-2021,41155,Australian Government Deposits,Liability
17-Nov-2021,43842,Australian Government Deposits,Liability
24-Nov-2021,51462,Australian Government Deposits,Liability
1-Dec-2021,71642,Australian Government Deposits,Liability
8-Dec-2021,71599,Australian Government Deposits,Liability
15-Dec-2021,70622,Australian Government Deposits,Liability
22-Dec-2021,58167,Australian Government Deposits,Liability
29-Dec-2021,56615,Australian Government Deposits,Liability
5-Jan-2022,58025,Australian Government Deposits,Liability
12-Jan-2022,37999,Australian Government Deposits,Liability
19-Jan-2022,37702,Australian Government Deposits,Liability
26-Jan-2022,40739,Australian Government Deposits,Liability
2-Feb-2022,40792,Australian Government Deposits,Liability
9-Feb-2022,38004,Australian Government Deposits,Liability
16-Feb-2022,35542,Australian Government Deposits,Liability
23-Feb-2022,45274,Australian Government Deposits,Liability
2-Mar-2022,52152,Australian Government Deposits,Liability
9-Mar-2022,48839,Australian Government Deposits,Liability
16-Mar-2022,46789,Australian Government Deposits,Liability
23-Mar-2022,60988,Australian Government Deposits,Liability
30-Mar-2022,55362,Australian Government Deposits,Liability
6-Apr-2022,57152,Australian Government Deposits,Liability
13-Apr-2022,48152,Australian Government Deposits,Liability
20-Apr-2022,68872,Australian Government Deposits,Liability
27-Apr-2022,68368,Australian Government Deposits,Liability
4-May-2022,67910,Australian Government Deposits,Liability
11-May-2022,63950,Australian Government Deposits,Liability
18-May-2022,63996,Australian Government Deposits,Liability
25-May-2022,78438,Australian Government Deposits,Liability
1-Jun-2022,88447,Australian Government Deposits,Liability
8-Jun-2022,87066,Australian Government Deposits,Liability
15-Jun-2022,83190,Australian Government Deposits,Liability
22-Jun-2022,96338,Australian Government Deposits,Liability
29-Jun-2022,90864,Australian Government Deposits,Liability
6-Jul-2022,89652,Australian Government Deposits,Liability
13-Jul-2022,73230,Australian Government Deposits,Liability
20-Jul-2022,50374,Australian Government Deposits,Liability
27-Jul-2022,52206,Australian Government Deposits,Liability
3-Aug-2022,50833,Australian Government Deposits,Liability
10-Aug-2022,45219,Australian Government Deposits,Liability
17-Aug-2022,41941,Australian Government Deposits,Liability
24-Aug-2022,59129,Australian Government Deposits,Liability
31-Aug-2022,61656,Australian Government Deposits,Liability
7-Sep-2022,60621,Australian Government Deposits,Liability
14-Sep-2022,56748,Australian Government Deposits,Liability
21-Sep-2022,68825,Australian Government Deposits,Liability
28-Sep-2022,63553,Australian Government Deposits,Liability
5-Oct-2022,66010,Australian Government Deposits,Liability
12-Oct-2022,51214,Australian Government Deposits,Liability
19-Oct-2022,53417,Australian Government Deposits,Liability
26-Oct-2022,57000,Australian Government Deposits,Liability
2-Nov-2022,56902,Australian Government Deposits,Liability
9-Nov-2022,53129,Australian Government Deposits,Liability
16-Nov-2022,62310,Australian Government Deposits,Liability
23-Nov-2022,48497,Australian Government Deposits,Liability
30-Nov-2022,59208,Australian Government Deposits,Liability
7-Dec-2022,59139,Australian Government Deposits,Liability
14-Dec-2022,59538,Australian Government Deposits,Liability
21-Dec-2022,60367,Australian Government Deposits,Liability
28-Dec-2022,59651,Australian Government Deposits,Liability
4-Jan-2023,62612,Australian Government Deposits,Liability
11-Jan-2023,42694,Australian Government Deposits,Liability
18-Jan-2023,42136,Australian Government Deposits,Liability
25-Jan-2023,53420,Australian Government Deposits,Liability
1-Feb-2023,43782,Australian Government Deposits,Liability
8-Feb-2023,40688,Australian Government Deposits,Liability
15-Feb-2023,37373,Australian Government Deposits,Liability
22-Feb-2023,52158,Australian Government Deposits,Liability
1-Mar-2023,65576,Australian Government Deposits,Liability
8-Mar-2023,63363,Australian Government Deposits,Liability
15-Mar-2023,62640,Australian Government Deposits,Liability
22-Mar-2023,75316,Australian Government Deposits,Liability
29-Mar-2023,71704,Australian Government Deposits,Liability
5-Apr-2023,77557,Australian Government Deposits,Liability
12-Apr-2023,75922,Australian Government Deposits,Liability
19-Apr-2023,79642,Australian Government Deposits,Liability
26-Apr-2023,66817,Australian Government Deposits,Liability
3-May-2023,68590,Australian Government Deposits,Liability
10-May-2023,67394,Australian Government Deposits,Liability
17-May-2023,69101,Australian Government Deposits,Liability
24-May-2023,80110,Australian Government Deposits,Liability
31-May-2023,88489,Australian Government Deposits,Liability
7-Jun-2023,96808,Australian Government Deposits,Liability
14-Jun-2023,91879,Australian Government Deposits,Liability
21-Jun-2023,101401,Australian Government Deposits,Liability
28-Jun-2023,91818,Australian Government Deposits,Liability
5-Jul-2023,84908,Australian Government Deposits,Liability
12-Jul-2023,74615,Australian Government Deposits,Liability
19-Jul-2023,71898,Australian Government Deposits,Liability
26-Jul-2023,77417,Australian Government Deposits,Liability
2-Aug-2023,75746,Australian Government Deposits,Liability
9-Aug-2023,71457,Australian Government Deposits,Liability
16-Aug-2023,68337,Australian Government Deposits,Liability
23-Aug-2023,81730,Australian Government Deposits,Liability
30-Aug-2023,84114,Australian Government Deposits,Liability
6-Sep-2023,85369,Australian Government Deposits,Liability
13-Sep-2023,76240,Australian Government Deposits,Liability
20-Sep-2023,79107,Australian Government Deposits,Liability
27-Sep-2023,81138,Australian Government Deposits,Liability
4-Oct-2023,83201,Australian Government Deposits,Liability
11-Oct-2023,73894,Australian Government Deposits,Liability
18-Oct-2023,70228,Australian Government Deposits,Liability
25-Oct-2023,83986,Australian Government Deposits,Liability
1-Nov-2023,74065,Australian Government Deposits,Liability
8-Nov-2023,68744,Australian Government Deposits,Liability
15-Nov-2023,65279,Australian Government Deposits,Liability
22-Nov-2023,77053,Australian Government Deposits,Liability
29-Nov-2023,80929,Australian Government Deposits,Liability
6-Dec-2023,89127,Australian Government Deposits,Liability
13-Dec-2023,83019,Australian Government Deposits,Liability
20-Dec-2023,80347,Australian Government Deposits,Liability
27-Dec-2023,80817,Australian Government Deposits,Liability
1-Jan-2020,415,State Governments Deposits,Liability
8-Jan-2020,1253,State Governments Deposits,Liability
15-Jan-2020,442,State Governments Deposits,Liability
22-Jan-2020,417,State Governments Deposits,Liability
29-Jan-2020,471,State Governments Deposits,Liability
5-Feb-2020,470,State Governments Deposits,Liability
12-Feb-2020,657,State Governments Deposits,Liability
19-Feb-2020,459,State Governments Deposits,Liability
26-Feb-2020,493,State Governments Deposits,Liability
4-Mar-2020,419,State Governments Deposits,Liability
11-Mar-2020,686,State Governments Deposits,Liability
18-Mar-2020,482,State Governments Deposits,Liability
25-Mar-2020,478,State Governments Deposits,Liability
1-Apr-2020,454,State Governments Deposits,Liability
8-Apr-2020,1505,State Governments Deposits,Liability
15-Apr-2020,653,State Governments Deposits,Liability
22-Apr-2020,771,State Governments Deposits,Liability
29-Apr-2020,704,State Governments Deposits,Liability
6-May-2020,676,State Governments Deposits,Liability
13-May-2020,1054,State Governments Deposits,Liability
20-May-2020,718,State Governments Deposits,Liability
27-May-2020,594,State Governments Deposits,Liability
3-Jun-2020,555,State Governments Deposits,Liability
10-Jun-2020,1127,State Governments Deposits,Liability
17-Jun-2020,843,State Governments Deposits,Liability
24-Jun-2020,620,State Governments Deposits,Liability
1-Jul-2020,1499,State Governments Deposits,Liability
8-Jul-2020,1560,State Governments Deposits,Liability
15-Jul-2020,1147,State Governments Deposits,Liability
22-Jul-2020,672,State Governments Deposits,Liability
29-Jul-2020,655,State Governments Deposits,Liability
5-Aug-2020,598,State Governments Deposits,Liability
12-Aug-2020,770,State Governments Deposits,Liability
19-Aug-2020,566,State Governments Deposits,Liability
26-Aug-2020,471,State Governments Deposits,Liability
2-Sep-2020,533,State Governments Deposits,Liability
9-Sep-2020,732,State Governments Deposits,Liability
16-Sep-2020,502,State Governments Deposits,Liability
23-Sep-2020,438,State Governments Deposits,Liability
30-Sep-2020,476,State Governments Deposits,Liability
7-Oct-2020,2311,State Governments Deposits,Liability
14-Oct-2020,830,State Governments Deposits,Liability
21-Oct-2020,532,State Governments Deposits,Liability
28-Oct-2020,532,State Governments Deposits,Liability
4-Nov-2020,481,State Governments Deposits,Liability
11-Nov-2020,814,State Governments Deposits,Liability
18-Nov-2020,520,State Governments Deposits,Liability
25-Nov-2020,486,State Governments Deposits,Liability
2-Dec-2020,499,State Governments Deposits,Liability
9-Dec-2020,921,State Governments Deposits,Liability
16-Dec-2020,560,State Governments Deposits,Liability
23-Dec-2020,549,State Governments Deposits,Liability
30-Dec-2020,503,State Governments Deposits,Liability
6-Jan-2021,417,State Governments Deposits,Liability
13-Jan-2021,790,State Governments Deposits,Liability
20-Jan-2021,661,State Governments Deposits,Liability
27-Jan-2021,801,State Governments Deposits,Liability
3-Feb-2021,474,State Governments Deposits,Liability
10-Feb-2021,643,State Governments Deposits,Liability
17-Feb-2021,469,State Governments Deposits,Liability
24-Feb-2021,352,State Governments Deposits,Liability
3-Mar-2021,313,State Governments Deposits,Liability
10-Mar-2021,484,State Governments Deposits,Liability
17-Mar-2021,388,State Governments Deposits,Liability
24-Mar-2021,286,State Governments Deposits,Liability
31-Mar-2021,311,State Governments Deposits,Liability
7-Apr-2021,1740,State Governments Deposits,Liability
14-Apr-2021,510,State Governments Deposits,Liability
21-Apr-2021,215,State Governments Deposits,Liability
28-Apr-2021,219,State Governments Deposits,Liability
5-May-2021,101,State Governments Deposits,Liability
12-May-2021,475,State Governments Deposits,Liability
19-May-2021,283,State Governments Deposits,Liability
26-May-2021,318,State Governments Deposits,Liability
2-Jun-2021,129,State Governments Deposits,Liability
9-Jun-2021,606,State Governments Deposits,Liability
16-Jun-2021,298,State Governments Deposits,Liability
23-Jun-2021,133,State Governments Deposits,Liability
30-Jun-2021,44,State Governments Deposits,Liability
7-Jul-2021,1861,State Governments Deposits,Liability
14-Jul-2021,915,State Governments Deposits,Liability
21-Jul-2021,273,State Governments Deposits,Liability
28-Jul-2021,134,State Governments Deposits,Liability
4-Aug-2021,95,State Governments Deposits,Liability
11-Aug-2021,393,State Governments Deposits,Liability
18-Aug-2021,157,State Governments Deposits,Liability
25-Aug-2021,87,State Governments Deposits,Liability
1-Sep-2021,84,State Governments Deposits,Liability
8-Sep-2021,1007,State Governments Deposits,Liability
15-Sep-2021,223,State Governments Deposits,Liability
22-Sep-2021,122,State Governments Deposits,Liability
29-Sep-2021,104,State Governments Deposits,Liability
6-Oct-2021,77,State Governments Deposits,Liability
13-Oct-2021,501,State Governments Deposits,Liability
20-Oct-2021,177,State Governments Deposits,Liability
27-Oct-2021,81,State Governments Deposits,Liability
3-Nov-2021,87,State Governments Deposits,Liability
10-Nov-2021,502,State Governments Deposits,Liability
17-Nov-2021,165,State Governments Deposits,Liability
24-Nov-2021,120,State Governments Deposits,Liability
1-Dec-2021,92,State Governments Deposits,Liability
8-Dec-2021,1190,State Governments Deposits,Liability
15-Dec-2021,183,State Governments Deposits,Liability
22-Dec-2021,131,State Governments Deposits,Liability
29-Dec-2021,112,State Governments Deposits,Liability
5-Jan-2022,110,State Governments Deposits,Liability
12-Jan-2022,534,State Governments Deposits,Liability
19-Jan-2022,122,State Governments Deposits,Liability
26-Jan-2022,97,State Governments Deposits,Liability
2-Feb-2022,76,State Governments Deposits,Liability
9-Feb-2022,373,State Governments Deposits,Liability
16-Feb-2022,193,State Governments Deposits,Liability
23-Feb-2022,155,State Governments Deposits,Liability
2-Mar-2022,31,State Governments Deposits,Liability
9-Mar-2022,607,State Governments Deposits,Liability
16-Mar-2022,365,State Governments Deposits,Liability
23-Mar-2022,181,State Governments Deposits,Liability
30-Mar-2022,69,State Governments Deposits,Liability
6-Apr-2022,48,State Governments Deposits,Liability
13-Apr-2022,713,State Governments Deposits,Liability
20-Apr-2022,322,State Governments Deposits,Liability
27-Apr-2022,95,State Governments Deposits,Liability
4-May-2022,96,State Governments Deposits,Liability
11-May-2022,695,State Governments Deposits,Liability
18-May-2022,350,State Governments Deposits,Liability
25-May-2022,167,State Governments Deposits,Liability
1-Jun-2022,96,State Governments Deposits,Liability
8-Jun-2022,986,State Governments Deposits,Liability
15-Jun-2022,184,State Governments Deposits,Liability
22-Jun-2022,152,State Governments Deposits,Liability
29-Jun-2022,37,State Governments Deposits,Liability
6-Jul-2022,36,State Governments Deposits,Liability
13-Jul-2022,909,State Governments Deposits,Liability
20-Jul-2022,141,State Governments Deposits,Liability
27-Jul-2022,74,State Governments Deposits,Liability
3-Aug-2022,126,State Governments Deposits,Liability
10-Aug-2022,473,State Governments Deposits,Liability
17-Aug-2022,172,State Governments Deposits,Liability
24-Aug-2022,81,State Governments Deposits,Liability
31-Aug-2022,54,State Governments Deposits,Liability
7-Sep-2022,2282,State Governments Deposits,Liability
14-Sep-2022,589,State Governments Deposits,Liability
21-Sep-2022,236,State Governments Deposits,Liability
28-Sep-2022,155,State Governments Deposits,Liability
5-Oct-2022,103,State Governments Deposits,Liability
12-Oct-2022,527,State Governments Deposits,Liability
19-Oct-2022,98,State Governments Deposits,Liability
26-Oct-2022,106,State Governments Deposits,Liability
2-Nov-2022,126,State Governments Deposits,Liability
9-Nov-2022,464,State Governments Deposits,Liability
16-Nov-2022,97,State Governments Deposits,Liability
23-Nov-2022,86,State Governments Deposits,Liability
30-Nov-2022,41,State Governments Deposits,Liability
7-Dec-2022,1965,State Governments Deposits,Liability
14-Dec-2022,407,State Governments Deposits,Liability
21-Dec-2022,102,State Governments Deposits,Liability
28-Dec-2022,46,State Governments Deposits,Liability
4-Jan-2023,46,State Governments Deposits,Liability
11-Jan-2023,634,State Governments Deposits,Liability
18-Jan-2023,372,State Governments Deposits,Liability
25-Jan-2023,179,State Governments Deposits,Liability
1-Feb-2023,149,State Governments Deposits,Liability
8-Feb-2023,831,State Governments Deposits,Liability
15-Feb-2023,200,State Governments Deposits,Liability
22-Feb-2023,97,State Governments Deposits,Liability
1-Mar-2023,178,State Governments Deposits,Liability
8-Mar-2023,859,State Governments Deposits,Liability
15-Mar-2023,250,State Governments Deposits,Liability
22-Mar-2023,136,State Governments Deposits,Liability
29-Mar-2023,241,State Governments Deposits,Liability
5-Apr-2023,150,State Governments Deposits,Liability
12-Apr-2023,585,State Governments Deposits,Liability
19-Apr-2023,221,State Governments Deposits,Liability
26-Apr-2023,300,State Governments Deposits,Liability
3-May-2023,168,State Governments Deposits,Liability
10-May-2023,496,State Governments Deposits,Liability
17-May-2023,70,State Governments Deposits,Liability
24-May-2023,21,State Governments Deposits,Liability
31-May-2023,17,State Governments Deposits,Liability
7-Jun-2023,2025,State Governments Deposits,Liability
14-Jun-2023,344,State Governments Deposits,Liability
21-Jun-2023,69,State Governments Deposits,Liability
28-Jun-2023,10,State Governments Deposits,Liability
5-Jul-2023,63,State Governments Deposits,Liability
12-Jul-2023,988,State Governments Deposits,Liability
19-Jul-2023,83,State Governments Deposits,Liability
26-Jul-2023,18,State Governments Deposits,Liability
2-Aug-2023,17,State Governments Deposits,Liability
9-Aug-2023,333,State Governments Deposits,Liability
16-Aug-2023,90,State Governments Deposits,Liability
23-Aug-2023,82,State Governments Deposits,Liability
30-Aug-2023,121,State Governments Deposits,Liability
6-Sep-2023,15,State Governments Deposits,Liability
13-Sep-2023,537,State Governments Deposits,Liability
20-Sep-2023,202,State Governments Deposits,Liability
27-Sep-2023,150,State Governments Deposits,Liability
4-Oct-2023,71,State Governments Deposits,Liability
11-Oct-2023,527,State Governments Deposits,Liability
18-Oct-2023,162,State Governments Deposits,Liability
25-Oct-2023,120,State Governments Deposits,Liability
1-Nov-2023,112,State Governments Deposits,Liability
8-Nov-2023,1077,State Governments Deposits,Liability
15-Nov-2023,87,State Governments Deposits,Liability
22-Nov-2023,31,State Governments Deposits,Liability
29-Nov-2023,3,State Governments Deposits,Liability
6-Dec-2023,58,State Governments Deposits,Liability
13-Dec-2023,398,State Governments Deposits,Liability
20-Dec-2023,150,State Governments Deposits,Liability
27-Dec-2023,100,State Governments Deposits,Liability
1-Jan-2020,0,Other Deposits,Liability
8-Jan-2020,0,Other Deposits,Liability
15-Jan-2020,1,Other Deposits,Liability
22-Jan-2020,0,Other Deposits,Liability
29-Jan-2020,0,Other Deposits,Liability
5-Feb-2020,0,Other Deposits,Liability
12-Feb-2020,0,Other Deposits,Liability
19-Feb-2020,0,Other Deposits,Liability
26-Feb-2020,0,Other Deposits,Liability
4-Mar-2020,1,Other Deposits,Liability
11-Mar-2020,1,Other Deposits,Liability
18-Mar-2020,1,Other Deposits,Liability
25-Mar-2020,2,Other Deposits,Liability
1-Apr-2020,0,Other Deposits,Liability
8-Apr-2020,0,Other Deposits,Liability
15-Apr-2020,0,Other Deposits,Liability
22-Apr-2020,0,Other Deposits,Liability
29-Apr-2020,0,Other Deposits,Liability
6-May-2020,1,Other Deposits,Liability
13-May-2020,0,Other Deposits,Liability
20-May-2020,0,Other Deposits,Liability
27-May-2020,0,Other Deposits,Liability
3-Jun-2020,0,Other Deposits,Liability
10-Jun-2020,0,Other Deposits,Liability
17-Jun-2020,3,Other Deposits,Liability
24-Jun-2020,0,Other Deposits,Liability
1-Jul-2020,0,Other Deposits,Liability
8-Jul-2020,0,Other Deposits,Liability
15-Jul-2020,0,Other Deposits,Liability
22-Jul-2020,0,Other Deposits,Liability
29-Jul-2020,0,Other Deposits,Liability
5-Aug-2020,0,Other Deposits,Liability
12-Aug-2020,0,Other Deposits,Liability
19-Aug-2020,0,Other Deposits,Liability
26-Aug-2020,0,Other Deposits,Liability
2-Sep-2020,0,Other Deposits,Liability
9-Sep-2020,3,Other Deposits,Liability
16-Sep-2020,0,Other Deposits,Liability
23-Sep-2020,0,Other Deposits,Liability
30-Sep-2020,0,Other Deposits,Liability
7-Oct-2020,0,Other Deposits,Liability
14-Oct-2020,0,Other Deposits,Liability
21-Oct-2020,0,Other Deposits,Liability
28-Oct-2020,0,Other Deposits,Liability
4-Nov-2020,0,Other Deposits,Liability
11-Nov-2020,15,Other Deposits,Liability
18-Nov-2020,2,Other Deposits,Liability
25-Nov-2020,0,Other Deposits,Liability
2-Dec-2020,0,Other Deposits,Liability
9-Dec-2020,0,Other Deposits,Liability
16-Dec-2020,1,Other Deposits,Liability
23-Dec-2020,0,Other Deposits,Liability
30-Dec-2020,0,Other Deposits,Liability
6-Jan-2021,0,Other Deposits,Liability
13-Jan-2021,0,Other Deposits,Liability
20-Jan-2021,0,Other Deposits,Liability
27-Jan-2021,0,Other Deposits,Liability
3-Feb-2021,0,Other Deposits,Liability
10-Feb-2021,0,Other Deposits,Liability
17-Feb-2021,0,Other Deposits,Liability
24-Feb-2021,0,Other Deposits,Liability
3-Mar-2021,0,Other Deposits,Liability
10-Mar-2021,0,Other Deposits,Liability
17-Mar-2021,2,Other Deposits,Liability
24-Mar-2021,0,Other Deposits,Liability
31-Mar-2021,0,Other Deposits,Liability
7-Apr-2021,0,Other Deposits,Liability
14-Apr-2021,2,Other Deposits,Liability
21-Apr-2021,0,Other Deposits,Liability
28-Apr-2021,0,Other Deposits,Liability
5-May-2021,0,Other Deposits,Liability
12-May-2021,1,Other Deposits,Liability
19-May-2021,0,Other Deposits,Liability
26-May-2021,0,Other Deposits,Liability
2-Jun-2021,0,Other Deposits,Liability
9-Jun-2021,0,Other Deposits,Liability
16-Jun-2021,0,Other Deposits,Liability
23-Jun-2021,0,Other Deposits,Liability
30-Jun-2021,0,Other Deposits,Liability
7-Jul-2021,1,Other Deposits,Liability
14-Jul-2021,0,Other Deposits,Liability
21-Jul-2021,0,Other Deposits,Liability
28-Jul-2021,0,Other Deposits,Liability
4-Aug-2021,0,Other Deposits,Liability
11-Aug-2021,0,Other Deposits,Liability
18-Aug-2021,2,Other Deposits,Liability
25-Aug-2021,0,Other Deposits,Liability
1-Sep-2021,0,Other Deposits,Liability
8-Sep-2021,0,Other Deposits,Liability
15-Sep-2021,1,Other Deposits,Liability
22-Sep-2021,1,Other Deposits,Liability
29-Sep-2021,2,Other Deposits,Liability
6-Oct-2021,2,Other Deposits,Liability
13-Oct-2021,0,Other Deposits,Liability
20-Oct-2021,0,Other Deposits,Liability
27-Oct-2021,0,Other Deposits,Liability
3-Nov-2021,0,Other Deposits,Liability
10-Nov-2021,0,Other Deposits,Liability
17-Nov-2021,1,Other Deposits,Liability
24-Nov-2021,0,Other Deposits,Liability
1-Dec-2021,0,Other Deposits,Liability
8-Dec-2021,1,Other Deposits,Liability
15-Dec-2021,1,Other Deposits,Liability
22-Dec-2021,1,Other Deposits,Liability
29-Dec-2021,0,Other Deposits,Liability
5-Jan-2022,0,Other Deposits,Liability
12-Jan-2022,1,Other Deposits,Liability
19-Jan-2022,2,Other Deposits,Liability
26-Jan-2022,0,Other Deposits,Liability
2-Feb-2022,0,Other Deposits,Liability
9-Feb-2022,0,Other Deposits,Liability
16-Feb-2022,1,Other Deposits,Liability
23-Feb-2022,0,Other Deposits,Liability
2-Mar-2022,0,Other Deposits,Liability
9-Mar-2022,1,Other Deposits,Liability
16-Mar-2022,1,Other Deposits,Liability
23-Mar-2022,0,Other Deposits,Liability
30-Mar-2022,0,Other Deposits,Liability
6-Apr-2022,0,Other Deposits,Liability
13-Apr-2022,0,Other Deposits,Liability
20-Apr-2022,2,Other Deposits,Liability
27-Apr-2022,0,Other Deposits,Liability
4-May-2022,0,Other Deposits,Liability
11-May-2022,0,Other Deposits,Liability
18-May-2022,2,Other Deposits,Liability
25-May-2022,0,Other Deposits,Liability
1-Jun-2022,0,Other Deposits,Liability
8-Jun-2022,1,Other Deposits,Liability
15-Jun-2022,1,Other Deposits,Liability
22-Jun-2022,2,Other Deposits,Liability
29-Jun-2022,0,Other Deposits,Liability
6-Jul-2022,1,Other Deposits,Liability
13-Jul-2022,2,Other Deposits,Liability
20-Jul-2022,0,Other Deposits,Liability
27-Jul-2022,1,Other Deposits,Liability
3-Aug-2022,0,Other Deposits,Liability
10-Aug-2022,3,Other Deposits,Liability
17-Aug-2022,0,Other Deposits,Liability
24-Aug-2022,1,Other Deposits,Liability
31-Aug-2022,1,Other Deposits,Liability
7-Sep-2022,1,Other Deposits,Liability
14-Sep-2022,0,Other Deposits,Liability
21-Sep-2022,0,Other Deposits,Liability
28-Sep-2022,1,Other Deposits,Liability
5-Oct-2022,0,Other Deposits,Liability
12-Oct-2022,1,Other Deposits,Liability
19-Oct-2022,3,Other Deposits,Liability
26-Oct-2022,0,Other Deposits,Liability
2-Nov-2022,1,Other Deposits,Liability
9-Nov-2022,1,Other Deposits,Liability
16-Nov-2022,0,Other Deposits,Liability
23-Nov-2022,0,Other Deposits,Liability
30-Nov-2022,0,Other Deposits,Liability
7-Dec-2022,1,Other Deposits,Liability
14-Dec-2022,2,Other Deposits,Liability
21-Dec-2022,0,Other Deposits,Liability
28-Dec-2022,0,Other Deposits,Liability
4-Jan-2023,0,Other Deposits,Liability
11-Jan-2023,1,Other Deposits,Liability
18-Jan-2023,2,Other Deposits,Liability
25-Jan-2023,0,Other Deposits,Liability
1-Feb-2023,0,Other Deposits,Liability
8-Feb-2023,0,Other Deposits,Liability
15-Feb-2023,0,Other Deposits,Liability
22-Feb-2023,0,Other Deposits,Liability
1-Mar-2023,0,Other Deposits,Liability
8-Mar-2023,0,Other Deposits,Liability
15-Mar-2023,1,Other Deposits,Liability
22-Mar-2023,0,Other Deposits,Liability
29-Mar-2023,1,Other Deposits,Liability
5-Apr-2023,1,Other Deposits,Liability
12-Apr-2023,0,Other Deposits,Liability
19-Apr-2023,3,Other Deposits,Liability
26-Apr-2023,0,Other Deposits,Liability
3-May-2023,0,Other Deposits,Liability
10-May-2023,1,Other Deposits,Liability
17-May-2023,0,Other Deposits,Liability
24-May-2023,0,Other Deposits,Liability
31-May-2023,0,Other Deposits,Liability
7-Jun-2023,1,Other Deposits,Liability
14-Jun-2023,2,Other Deposits,Liability
21-Jun-2023,2,Other Deposits,Liability
28-Jun-2023,0,Other Deposits,Liability
5-Jul-2023,1,Other Deposits,Liability
12-Jul-2023,1,Other Deposits,Liability
19-Jul-2023,2,Other Deposits,Liability
26-Jul-2023,2,Other Deposits,Liability
2-Aug-2023,0,Other Deposits,Liability
9-Aug-2023,1,Other Deposits,Liability
16-Aug-2023,0,Other Deposits,Liability
23-Aug-2023,1,Other Deposits,Liability
30-Aug-2023,4,Other Deposits,Liability
